#WormPep	CDS	SwissProtAc	SwissProtID	Description	
RP:RP09713	cr01.sctg54.wum.16.1			
RP:RP09714	cr01.sctg94.wum.41.1			
RP:RP09715	cr01.sctg2100.wum.1.1			
RP:RP09716	cr01.sctg31.wum.69.1			
RP:RP09717	cr01.sctg4303.wum.1.1			
RP:RP09718	cr01.sctg1.wum.980.1			
RP:RP09719	cr01.sctg7.wum.330.1			
RP:RP09720	cr01.sctg294.wum.11.1			
RP:RP09721	cr01.sctg61.wum.1.1			
RP:RP09722	cr01.sctg20.wum.158.1			
RP:RP09723	cr01.sctg16.wum.127.1			
RP:RP09724	cr01.sctg7.wum.98.1			
RP:RP09725	cr01.sctg4.wum.265.2			
RP:RP09726	cr01.sctg0.wum.468.1			
RP:RP09727	cr01.sctg2.wum.526.1			
RP:RP09728	cr01.sctg4233.wum.1.1			
RP:RP09729	cr01.sctg253.wum.16.1			
RP:RP09730	cr01.sctg1.wum.160.1			
RP:RP09731	cr01.sctg3.wum.276.1			
RP:RP09732	cr01.sctg13.wum.313.1			
RP:RP09733	cr01.sctg269.wum.13.1			
RP:RP09734	cr01.sctg1992.wum.2.1			
RP:RP09735	cr01.sctg798.wum.1.1			
RP:RP09736	cr01.sctg127.wum.28.1			
RP:RP09737	cr01.sctg65.wum.112.1			
RP:RP09738	cr01.sctg7934.wum.1.1			
RP:RP09739	cr01.sctg1.wum.873.1			
RP:RP09740	cr01.sctg1.wum.1002.1			
RP:RP09741	cr01.sctg10.wum.306.1			
RP:RP09742	cr01.sctg80.wum.24.1			
RP:RP09743	cr01.sctg4918.wum.1.1			
RP:RP09744	cr01.sctg27.wum.45.1			
RP:RP09745	cr01.sctg44.wum.90.2			
RP:RP09746	cr01.sctg0.wum.534.1			
RP:RP09747	cr01.sctg131.wum.40.1			
RP:RP09748	cr01.sctg115.wum.34.1			
RP:RP09749	cr01.sctg1501.wum.1.1			
RP:RP09750	cr01.sctg74.wum.11.1			
RP:RP09751	cr01.sctg5.wum.507.1			
RP:RP09752	cr01.sctg9.wum.67.1			
RP:RP09753	cr01.sctg53.wum.15.1			
RP:RP09754	cr01.sctg127.wum.2.1			
RP:RP09755	cr01.sctg109.wum.30.1			
RP:RP09756	cr01.sctg109.wum.20.1			
RP:RP09757	cr01.sctg1.wum.201.1			
RP:RP09758	cr01.sctg59.wum.45.1			
RP:RP09759	cr01.sctg5.wum.428.1			
RP:RP09760	cr01.sctg33.wum.19.1			
RP:RP09761	cr01.sctg3463.wum.4.1			
RP:RP09762	cr01.sctg2870.wum.1.1			
RP:RP09763	cr01.sctg33.wum.65.2			
RP:RP09764	cr01.sctg69.wum.12.1			
RP:RP09765	cr01.sctg0.wum.555.1			
RP:RP09766	cr01.sctg49.wum.35.1			
RP:RP09767	cr01.sctg139.wum.22.1			
RP:RP09768	cr01.sctg2.wum.124.1			
RP:RP09769	cr01.sctg14.wum.176.1			
RP:RP09770	cr01.sctg33.wum.114.1			
RP:RP09771	cr01.sctg42.wum.59.1			
RP:RP09772	cr01.sctg51.wum.87.1			
RP:RP09773	cr01.sctg12.wum.222.1			
RP:RP09774	cr01.sctg372.wum.3.1			
RP:RP09775	cr01.sctg2.wum.511.1			
RP:RP09776	cr01.sctg11.wum.25.1			
RP:RP09777	cr01.sctg98.wum.62.1			
RP:RP09778	cr01.sctg3947.wum.1.1			
RP:RP09779	cr01.sctg46.wum.33.1			
RP:RP09780	cr01.sctg7.wum.24.1			
RP:RP09781	cr01.sctg0.wum.473.1			
RP:RP09782	cr01.sctg282.wum.10.1			
RP:RP09783	cr01.sctg74.wum.4.1			
RP:RP09784	cr01.sctg14.wum.52.1			
RP:RP09785	cr01.sctg65.wum.50.1			
RP:RP09786	cr01.sctg109.wum.27.1			
RP:RP09787	cr01.sctg89.wum.52.1			
RP:RP09788	cr01.sctg4438.wum.1.1			
RP:RP09789	cr01.sctg193.wum.11.1			
RP:RP09790	124155			
RP:RP09791	cr01.sctg5.wum.403.1			
RP:RP09792	cr01.sctg7.wum.41.1			
RP:RP09793	cr01.sctg54.wum.28.1			
RP:RP09794	cr01.sctg9325.wum.1.1			
RP:RP09795	cr01.sctg97.wum.7.1			
RP:RP09796	cr01.sctg8.wum.39.1			
RP:RP09797	cr01.sctg85.wum.16.1			
RP:RP09798	cr01.sctg26.wum.67.1			
RP:RP09799	cr01.sctg1683.wum.1.1			
RP:RP09800	cr01.sctg1.wum.792.1			
RP:RP09801	cr01.sctg43.wum.20.1			
RP:RP09802	cr01.sctg2.wum.295.1			
RP:RP09803	cr01.sctg105.wum.22.1			
RP:RP09804	cr01.sctg3.wum.120.1			
RP:RP09805	cr01.sctg2383.wum.2.1			
RP:RP09806	cr01.sctg31.wum.10.1			
RP:RP09807	cr01.sctg195.wum.12.1			
RP:RP09808	cr01.sctg1.wum.701.1			
RP:RP09809	cr01.sctg336.wum.3.1			
RP:RP09810	124155			
RP:RP09811	cr01.sctg173.wum.14.1			
RP:RP09812	cr01.sctg207.wum.4.1			
RP:RP09813	cr01.sctg51.wum.13.1			
RP:RP09814	cr01.sctg3122.wum.1.1			
RP:RP09815	cr01.sctg154.wum.7.1			
RP:RP09816	cr01.sctg5.wum.96.1			
RP:RP09817	cr01.sctg8.wum.67.1			
RP:RP09818	cr01.sctg12.wum.16.1			
RP:RP09819	cr01.sctg74.wum.9.1			
RP:RP09820	cr01.sctg106.wum.5.1			
RP:RP09821	cr01.sctg101.wum.9.1			
RP:RP09822	cr01.sctg93.wum.13.1			
RP:RP09823	cr01.sctg44.wum.84.1			
RP:RP09824	cr01.sctg1.wum.257.1			
RP:RP09825	cr01.sctg154.wum.26.1			
RP:RP09826	cr01.sctg2.wum.175.1			
RP:RP09827	cr01.sctg5.wum.172.1			
RP:RP09828	cr01.sctg70.wum.42.1			
RP:RP09829	cr01.sctg13.wum.94.1			
RP:RP09830	cr01.sctg79.wum.4.1			
RP:RP09831	cr01.sctg0.wum.371.1			
RP:RP09832	cr01.sctg0.wum.798.1			
RP:RP09833	cr01.sctg4.wum.424.1			
RP:RP09834	cr01.sctg7914.wum.1.1			
RP:RP09835	124155			
RP:RP09836	cr01.sctg23.wum.83.1			
RP:RP09837	cr01.sctg13.wum.296.1			
RP:RP09838	cr01.sctg7.wum.47.1			
RP:RP09839	cr01.sctg169.wum.17.1			
RP:RP09840	cr01.sctg89.wum.2.1			
RP:RP09841	cr01.sctg1377.wum.2.1			
RP:RP09842	124155			
RP:RP09843	cr01.sctg8.wum.22.1			
RP:RP09844	cr01.sctg2333.wum.1.1			
RP:RP09845	cr01.sctg14.wum.319.1			
RP:RP09846	cr01.sctg2306.wum.1.1			
RP:RP09847	cr01.sctg1099.wum.5.1			
RP:RP09848	cr01.sctg22.wum.10.1			
RP:RP09849	cr01.sctg4.wum.341.1			
RP:RP09850	cr01.sctg536.wum.1.1			
RP:RP09851	cr01.sctg4.wum.558.2			
RP:RP09852	cr01.sctg83.wum.43.1			
RP:RP09853	cr01.sctg35.wum.53.1			
RP:RP09854	cr01.sctg1631.wum.3.1			
RP:RP09855	cr01.sctg4.wum.430.1			
RP:RP09856	cr01.sctg2.wum.155.1			
RP:RP09857	cr01.sctg4032.wum.1.1			
RP:RP09858	cr01.sctg11.wum.1.1			
RP:RP09859	cr01.sctg108.wum.17.1			
RP:RP09860	cr01.sctg177.wum.40.1			
RP:RP09861	cr01.sctg2.wum.715.1			
RP:RP09862	cr01.sctg65.wum.110.1			
RP:RP09863	cr01.sctg13.wum.181.1			
RP:RP09864	cr01.sctg222.wum.10.1			
RP:RP09865	cr01.sctg43.wum.6.1			
RP:RP09866	cr01.sctg18.wum.217.1			
RP:RP09867	cr01.sctg2.wum.637.1			
RP:RP09868	cr01.sctg7536.wum.1.1			
RP:RP09869	cr01.sctg9.wum.169.1			
RP:RP09870	cr01.sctg4.wum.206.1			
RP:RP09871	cr01.sctg32.wum.57.1			
RP:RP09872	cr01.sctg66.wum.58.1			
RP:RP09873	cr01.sctg9.wum.314.1			
RP:RP09874	cr01.sctg4300.wum.1.1			
RP:RP09875	cr01.sctg69.wum.24.1			
RP:RP09876	cr01.sctg128.wum.17.1			
RP:RP09877	cr01.sctg41.wum.41.1			
RP:RP09878	cr01.sctg7.wum.206.1			
RP:RP09879	cr01.sctg534.wum.1.1			
RP:RP09880	cr01.sctg89.wum.69.1			
RP:RP09881	cr01.sctg75.wum.34.1			
RP:RP09882	cr01.sctg7.wum.471.1			
RP:RP09883	cr01.sctg5.wum.330.1			
RP:RP09884	cr01.sctg333.wum.6.1			
RP:RP09885	cr01.sctg13.wum.34.1			
RP:RP09886	cr01.sctg185.wum.17.1			
RP:RP09887	cr01.sctg3594.wum.1.1			
RP:RP09888	cr01.sctg38.wum.52.1			
RP:RP09889	cr01.sctg33.wum.149.1			
RP:RP09890	cr01.sctg20.wum.178.1			
RP:RP09891	cr01.sctg10.wum.126.1			
RP:RP09892	cr01.sctg10.wum.230.1			
RP:RP09893	cr01.sctg7.wum.35.1			
RP:RP09894	cr01.sctg126.wum.2.1			
RP:RP09895	cr01.sctg0.wum.1041.1			
RP:RP09896	cr01.sctg113.wum.18.1			
RP:RP09897	cr01.sctg44.wum.77.1			
RP:RP09898	cr01.sctg0.wum.481.1			
RP:RP09899	cr01.sctg12.wum.84.1			
RP:RP09900	cr01.sctg525.wum.2.1			
RP:RP09901	cr01.sctg8.wum.49.1			
RP:RP09902	cr01.sctg65.wum.75.1			
RP:RP09903	cr01.sctg4.wum.208.1			
RP:RP09904	cr01.sctg93.wum.1.1			
RP:RP09905	cr01.sctg57.wum.30.1			
RP:RP09906	cr01.sctg128.wum.9.1			
RP:RP09907	cr01.sctg1.wum.613.1			
RP:RP09908	cr01.sctg24.wum.16.1			
RP:RP09909	cr01.sctg36.wum.80.1			
RP:RP09910	cr01.sctg15.wum.195.1			
RP:RP09911	cr01.sctg1.wum.521.1			
RP:RP09912	cr01.sctg6.wum.206.1			
RP:RP09913	cr01.sctg72.wum.51.1			
RP:RP09914	cr01.sctg16.wum.106.1			
RP:RP09915	cr01.sctg795.wum.1.1			
RP:RP09916	cr01.sctg107.wum.8.1			
RP:RP09917	cr01.sctg107.wum.31.1			
RP:RP09918	cr01.sctg1.wum.764.1			
RP:RP09919	cr01.sctg9.wum.359.1			
RP:RP09920	cr01.sctg1166.wum.4.1			
RP:RP09921	cr01.sctg34.wum.50.1			
RP:RP09922	cr01.sctg30.wum.63.1			
RP:RP09923	cr01.sctg281.wum.14.1			
RP:RP09924	cr01.sctg18.wum.21.1			
RP:RP09925	cr01.sctg0.wum.899.1			
RP:RP09926	cr01.sctg164.wum.3.1			
RP:RP09927	cr01.sctg6218.wum.2.1			
RP:RP09928	cr01.sctg51.wum.57.1			
RP:RP09929	cr01.sctg4.wum.599.1			
RP:RP09930	cr01.sctg5.wum.60.1			
RP:RP09931	cr01.sctg7.wum.228.1			
RP:RP09932	cr01.sctg0.wum.690.1			
RP:RP09933	cr01.sctg63.wum.69.1			
RP:RP09934	cr01.sctg5.wum.319.1			
RP:RP09935	cr01.sctg0.wum.570.1			
RP:RP09936	cr01.sctg19.wum.89.1			
RP:RP09937	cr01.sctg1.wum.579.1			
RP:RP09938	cr01.sctg0.wum.194.1			
RP:RP09939	cr01.sctg8765.wum.1.1			
RP:RP09940	cr01.sctg116.wum.20.1			
RP:RP09941	cr01.sctg90.wum.38.1			
RP:RP09942	cr01.sctg15.wum.247.1			
RP:RP09943	cr01.sctg2.wum.388.2			
RP:RP09944	cr01.sctg16.wum.34.1			
RP:RP09945	cr01.sctg10.wum.217.1			
RP:RP09946	cr01.sctg137.wum.25.1			
RP:RP09947	cr01.sctg14.wum.329.1			
RP:RP09948	cr01.sctg7.wum.481.1			
RP:RP09949	cr01.sctg1578.wum.1.1			
RP:RP09950	cr01.sctg2.wum.235.1			
RP:RP09951	cr01.sctg266.wum.4.1			
RP:RP09952	cr01.sctg87.wum.30.1			
RP:RP09953	cr01.sctg71.wum.46.1			
RP:RP09954	cr01.sctg512.wum.2.1			
RP:RP09955	cr01.sctg104.wum.61.1			
RP:RP09956	cr01.sctg32.wum.16.1			
RP:RP09957	cr01.sctg8.wum.187.1			
RP:RP09958	cr01.sctg1070.wum.1.1			
RP:RP09959	cr01.sctg19.wum.92.1			
RP:RP09960	cr01.sctg5959.wum.1.1			
RP:RP09961	cr01.sctg38.wum.55.1			
RP:RP09962	cr01.sctg464.wum.1.1			
RP:RP09963	cr01.sctg217.wum.4.1			
RP:RP09964	cr01.sctg6.wum.183.1			
RP:RP09965	cr01.sctg353.wum.4.1			
RP:RP09966	cr01.sctg56.wum.81.1			
RP:RP09967	cr01.sctg7292.wum.1.1			
RP:RP09968	cr01.sctg26.wum.102.1			
RP:RP09969	cr01.sctg4.wum.467.2			
RP:RP09970	cr01.sctg15.wum.105.1			
RP:RP09971	cr01.sctg50.wum.88.1			
RP:RP09972	cr01.sctg43.wum.104.1			
RP:RP09973	cr01.sctg104.wum.22.1			
RP:RP09974	cr01.sctg66.wum.40.1			
RP:RP09975	cr01.sctg9635.wum.1.1			
RP:RP09976	cr01.sctg313.wum.9.1			
RP:RP09977	cr01.sctg45.wum.2.1			
RP:RP09978	cr01.sctg4.wum.554.1			
RP:RP09979	cr01.sctg2157.wum.1.1			
RP:RP09980	cr01.sctg137.wum.13.1			
RP:RP09981	cr01.sctg730.wum.1.1			
RP:RP09982	cr01.sctg10.wum.1.1			
RP:RP09983	cr01.sctg806.wum.1.1			
RP:RP09984	cr01.sctg58.wum.9.1			
RP:RP09985	cr01.sctg70.wum.28.1			
RP:RP09986	cr01.sctg0.wum.1019.1			
RP:RP09987	cr01.sctg15.wum.217.1			
RP:RP09988	cr01.sctg20.wum.37.1			
RP:RP09989	cr01.sctg46.wum.53.1			
RP:RP09990	cr01.sctg90.wum.35.1			
RP:RP09991	cr01.sctg22.wum.50.1			
RP:RP09992	cr01.sctg3987.wum.1.1			
RP:RP09993	cr01.sctg3714.wum.1.1			
RP:RP09994	cr01.sctg130.wum.7.1			
RP:RP09995	cr01.sctg1.wum.674.1			
RP:RP09996	cr01.sctg7.wum.266.1			
RP:RP09997	cr01.sctg116.wum.3.1			
RP:RP09998	cr01.sctg50.wum.67.1			
RP:RP09999	cr01.sctg0.wum.648.1			
RP:RP10000	cr01.sctg17.wum.84.1			
RP:RP10001	cr01.sctg11.wum.255.1			
RP:RP10002	cr01.sctg46.wum.80.1			
RP:RP10003	cr01.sctg1135.wum.1.1			
RP:RP10004	cr01.sctg9.wum.36.1			
RP:RP10005	cr01.sctg0.wum.864.1			
RP:RP10006	cr01.sctg2.wum.366.1			
RP:RP10007	cr01.sctg402.wum.2.1			
RP:RP10008	cr01.sctg179.wum.6.1			
RP:RP10009	cr01.sctg0.wum.285.1			
RP:RP10010	cr01.sctg34.wum.30.1			
RP:RP10011	cr01.sctg902.wum.3.1			
RP:RP10012	cr01.sctg416.wum.4.1			
RP:RP10013	cr01.sctg264.wum.5.1			
RP:RP10014	cr01.sctg1000.wum.3.1			
RP:RP10015	cr01.sctg3648.wum.1.1			
RP:RP10016	cr01.sctg266.wum.5.1			
RP:RP10017	cr01.sctg59.wum.39.1			
RP:RP10018	cr01.sctg0.wum.533.1			
RP:RP10019	cr01.sctg5.wum.232.1			
RP:RP10020	cr01.sctg810.wum.1.1			
RP:RP10021	cr01.sctg269.wum.14.1			
RP:RP10022	cr01.sctg85.wum.8.1			
RP:RP10023	cr01.sctg15.wum.164.1			
RP:RP10024	cr01.sctg4.wum.220.1			
RP:RP10025	cr01.sctg5.wum.580.1			
RP:RP10026	cr01.sctg16.wum.113.1			
RP:RP10027	cr01.sctg6.wum.554.4			
RP:RP10028	cr01.sctg220.wum.10.1			
RP:RP10029	cr01.sctg310.wum.9.1			
RP:RP10030	cr01.sctg102.wum.53.1			
RP:RP10031	cr01.sctg19.wum.115.1			
RP:RP10032	cr01.sctg57.wum.28.1			
RP:RP10033	cr01.sctg33.wum.12.1			
RP:RP10034	cr01.sctg4.wum.240.1			
RP:RP10035	cr01.sctg69.wum.22.1			
RP:RP10036	cr01.sctg1.wum.530.1			
RP:RP10037	cr01.sctg53.wum.10.1			
RP:RP10038	cr01.sctg10.wum.196.1			
RP:RP10039	cr01.sctg1001.wum.3.1			
RP:RP10040	cr01.sctg41.wum.10.1			
RP:RP10041	cr01.sctg5.wum.563.1			
RP:RP10042	cr01.sctg2063.wum.1.1			
RP:RP10043	cr01.sctg0.wum.717.1			
RP:RP10044	cr01.sctg14.wum.374.1			
RP:RP10045	cr01.sctg401.wum.1.1			
RP:RP10046	cr01.sctg87.wum.7.1			
RP:RP10047	cr01.sctg29.wum.117.1			
RP:RP10048	cr01.sctg16.wum.28.1			
RP:RP10049	cr01.sctg21.wum.15.1			
RP:RP10050	cr01.sctg10.wum.288.1			
RP:RP10051	cr01.sctg9.wum.178.1			
RP:RP10052	cr01.sctg1526.wum.1.1			
RP:RP10053	cr01.sctg532.wum.1.1			
RP:RP10054	cr01.sctg20.wum.122.1			
RP:RP10055	cr01.sctg140.wum.10.1			
RP:RP10056	cr01.sctg279.wum.2.1			
RP:RP10057	cr01.sctg10.wum.136.1			
RP:RP10058	cr01.sctg368.wum.4.1			
RP:RP10059	cr01.sctg105.wum.30.1			
RP:RP10060	cr01.sctg17.wum.34.1			
RP:RP10061	cr01.sctg54.wum.10.1			
RP:RP10062	cr01.sctg9.wum.235.1			
RP:RP10063	cr01.sctg1121.wum.3.1			
RP:RP10064	cr01.sctg31.wum.66.1			
RP:RP10065	cr01.sctg59.wum.62.1			
RP:RP10066	cr01.sctg11.wum.305.1			
RP:RP10067	cr01.sctg198.wum.4.1			
RP:RP10068	cr01.sctg142.wum.15.1			
RP:RP10069	cr01.sctg30.wum.22.1			
RP:RP10070	cr01.sctg0.wum.658.1			
RP:RP10071	cr01.sctg130.wum.27.1			
RP:RP10072	cr01.sctg2.wum.562.1			
RP:RP10073	cr01.sctg14.wum.18.1			
RP:RP10074	cr01.sctg3.wum.627.1			
RP:RP10075	cr01.sctg199.wum.6.1			
RP:RP10076	cr01.sctg0.wum.974.1			
RP:RP10077	cr01.sctg0.wum.494.1			
RP:RP10078	cr01.sctg5.wum.162.1			
RP:RP10079	cr01.sctg33.wum.163.1			
RP:RP10080	cr01.sctg2.wum.498.1			
RP:RP10081	cr01.sctg7.wum.168.1			
RP:RP10082	cr01.sctg85.wum.22.1			
RP:RP10083	cr01.sctg12.wum.151.1			
RP:RP10084	cr01.sctg414.wum.3.1			
RP:RP10085	cr01.sctg139.wum.23.1			
RP:RP10086	cr01.sctg41.wum.70.1			
RP:RP10087	cr01.sctg31.wum.124.1			
RP:RP10088	cr01.sctg41.wum.33.1			
RP:RP10089	cr01.sctg168.wum.24.1			
RP:RP10090	cr01.sctg118.wum.15.1			
RP:RP10091	cr01.sctg37.wum.55.1			
RP:RP10092	cr01.sctg12.wum.68.1			
RP:RP10093	cr01.sctg9.wum.46.1			
RP:RP10094	cr01.sctg12.wum.41.1			
RP:RP10095	cr01.sctg47.wum.49.1			
RP:RP10096	cr01.sctg32.wum.74.1			
RP:RP10097	cr01.sctg28.wum.89.1			
RP:RP10098	cr01.sctg0.wum.170.1			
RP:RP10099	cr01.sctg20.wum.19.1			
RP:RP10100	cr01.sctg9.wum.62.1			
RP:RP10101	cr01.sctg20.wum.15.1			
RP:RP10102	cr01.sctg81.wum.11.1			
RP:RP10103	cr01.sctg3.wum.12.1			
RP:RP10104	cr01.sctg61.wum.43.1			
RP:RP10105	cr01.sctg15.wum.203.1			
RP:RP10106	cr01.sctg34.wum.42.1			
RP:RP10107	cr01.sctg175.wum.10.1			
RP:RP10108	cr01.sctg109.wum.23.1			
RP:RP10109	cr01.sctg98.wum.6.1			
RP:RP10110	cr01.sctg2248.wum.1.1			
RP:RP10111	cr01.sctg130.wum.10.1			
RP:RP10112	cr01.sctg5.wum.451.1			
RP:RP10113	cr01.sctg4199.wum.1.1			
RP:RP10114	cr01.sctg5.wum.405.1			
RP:RP10115	cr01.sctg168.wum.18.1			
RP:RP10116	cr01.sctg3.wum.23.1			
RP:RP10117	cr01.sctg126.wum.17.1			
RP:RP10118	cr01.sctg575.wum.3.1			
RP:RP10119	cr01.sctg266.wum.10.1			
RP:RP10120	cr01.sctg147.wum.28.1			
RP:RP10121	cr01.sctg51.wum.76.1			
RP:RP10122	cr01.sctg11.wum.118.1			
RP:RP10123	cr01.sctg0.wum.691.1			
RP:RP10124	cr01.sctg7.wum.363.1			
RP:RP10125	cr01.sctg188.wum.3.1			
RP:RP10126	cr01.sctg4550.wum.1.1			
RP:RP10127	cr01.sctg33.wum.29.1			
RP:RP10128	cr01.sctg5.wum.567.1			
RP:RP10129	cr01.sctg1938.wum.1.1			
RP:RP10130	cr01.sctg148.wum.20.1			
RP:RP10131	cr01.sctg6.wum.239.1			
RP:RP10132	cr01.sctg346.wum.5.1			
RP:RP10133	cr01.sctg20.wum.3.1			
RP:RP10134	cr01.sctg203.wum.9.1			
RP:RP10135	cr01.sctg22.wum.8.1			
RP:RP10136	cr01.sctg10.wum.252.1			
RP:RP10137	cr01.sctg2.wum.463.1			
RP:RP10138	cr01.sctg256.wum.9.1			
RP:RP10139	124155			
RP:RP10140	cr01.sctg915.wum.1.1			
RP:RP10141	cr01.sctg32.wum.184.1			
RP:RP10142	cr01.sctg764.wum.2.1			
RP:RP10143	cr01.sctg70.wum.86.1			
RP:RP10144	cr01.sctg65.wum.42.1			
RP:RP10145	cr01.sctg6.wum.365.1			
RP:RP10146	cr01.sctg11.wum.252.1			
RP:RP10147	cr01.sctg14.wum.23.1			
RP:RP10148	cr01.sctg5.wum.144.1			
RP:RP10149	cr01.sctg60.wum.24.1			
RP:RP10150	cr01.sctg70.wum.5.1			
RP:RP10151	cr01.sctg6471.wum.1.1			
RP:RP10152	cr01.sctg73.wum.19.1			
RP:RP10153	cr01.sctg241.wum.1.1			
RP:RP10154	cr01.sctg18.wum.221.2			
RP:RP10155	cr01.sctg3.wum.251.1			
RP:RP10156	cr01.sctg6.wum.156.1			
RP:RP10157	cr01.sctg3135.wum.1.1			
RP:RP10158	cr01.sctg31.wum.149.1			
RP:RP10159	cr01.sctg2.wum.466.1			
RP:RP10160	cr01.sctg104.wum.30.1			
RP:RP10161	cr01.sctg6.wum.177.1			
RP:RP10162	cr01.sctg147.wum.16.1			
RP:RP10163	cr01.sctg41.wum.2.1			
RP:RP10164	cr01.sctg18.wum.196.1			
RP:RP10165	cr01.sctg1074.wum.3.1			
RP:RP10166	cr01.sctg3.wum.177.1			
RP:RP10167	cr01.sctg127.wum.18.1			
RP:RP10168	cr01.sctg9.wum.225.1			
RP:RP10169	cr01.sctg4.wum.413.1			
RP:RP10170	cr01.sctg4515.wum.1.1			
RP:RP10171	cr01.sctg211.wum.9.1			
RP:RP10172	cr01.sctg22.wum.116.1			
RP:RP10173	cr01.sctg2.wum.128.1			
RP:RP10174	cr01.sctg99.wum.11.1			
RP:RP10175	cr01.sctg48.wum.38.1			
RP:RP10176	cr01.sctg21.wum.43.1			
RP:RP10177	cr01.sctg819.wum.3.1			
RP:RP10178	cr01.sctg202.wum.5.1			
RP:RP10179	cr01.sctg20.wum.109.1			
RP:RP10180	cr01.sctg1.wum.169.1			
RP:RP10181	cr01.sctg2463.wum.2.1			
RP:RP10182	cr01.sctg94.wum.48.1			
RP:RP10183	cr01.sctg1418.wum.1.1			
RP:RP10184	cr01.sctg703.wum.3.1			
RP:RP10185	cr01.sctg1.wum.171.1			
RP:RP10186	cr01.sctg93.wum.70.1			
RP:RP10187	cr01.sctg6.wum.185.1			
RP:RP10188	cr01.sctg2270.wum.2.1			
RP:RP10189	cr01.sctg79.wum.10.1			
RP:RP10190	cr01.sctg11.wum.207.1			
RP:RP10191	cr01.sctg82.wum.36.1			
RP:RP10192	cr01.sctg50.wum.30.1			
RP:RP10193	cr01.sctg18.wum.55.1			
RP:RP10194	cr01.sctg38.wum.87.1			
RP:RP10195	cr01.sctg4.wum.98.1			
RP:RP10196	cr01.sctg31.wum.116.1			
RP:RP10197	cr01.sctg215.wum.2.1			
RP:RP10198	cr01.sctg67.wum.2.1			
RP:RP10199	cr01.sctg15.wum.194.1			
RP:RP10200	cr01.sctg116.wum.17.1			
RP:RP10201	cr01.sctg13.wum.133.1			
RP:RP10202	cr01.sctg113.wum.38.1			
RP:RP10203	cr01.sctg55.wum.59.1			
RP:RP10204	cr01.sctg29.wum.81.1			
RP:RP10205	cr01.sctg221.wum.14.1			
RP:RP10206	cr01.sctg60.wum.74.1			
RP:RP10207	cr01.sctg4.wum.329.1			
RP:RP10208	cr01.sctg5.wum.17.1			
RP:RP10209	cr01.sctg26.wum.69.1			
RP:RP10210	cr01.sctg31.wum.145.1			
RP:RP10211	cr01.sctg14.wum.181.1			
RP:RP10212	cr01.sctg99.wum.21.1			
RP:RP10213	cr01.sctg34.wum.5.1			
RP:RP10214	cr01.sctg1338.wum.6.1			
RP:RP10215	cr01.sctg10.wum.231.1			
RP:RP10216	cr01.sctg217.wum.9.1			
RP:RP10217	cr01.sctg15.wum.35.1			
RP:RP10218	cr01.sctg7.wum.254.1			
RP:RP10219	cr01.sctg11.wum.100.1			
RP:RP10220	cr01.sctg956.wum.1.1			
RP:RP10221	cr01.sctg1114.wum.4.1			
RP:RP10222	cr01.sctg580.wum.2.1			
RP:RP10223	cr01.sctg149.wum.26.1			
RP:RP10224	cr01.sctg793.wum.2.1			
RP:RP10225	cr01.sctg68.wum.21.1			
RP:RP10226	cr01.sctg192.wum.12.1			
RP:RP10227	cr01.sctg223.wum.13.1			
RP:RP10228	cr01.sctg61.wum.30.1			
RP:RP10229	cr01.sctg103.wum.53.1			
RP:RP10230	cr01.sctg46.wum.49.1			
RP:RP10231	cr01.sctg0.wum.62.1			
RP:RP10232	cr01.sctg72.wum.31.1			
RP:RP10233	cr01.sctg22.wum.90.1			
RP:RP10234	cr01.sctg117.wum.23.1			
RP:RP10235	cr01.sctg60.wum.27.1			
RP:RP10236	cr01.sctg0.wum.1056.1			
RP:RP10237	cr01.sctg258.wum.7.1			
RP:RP10238	cr01.sctg15.wum.116.1			
RP:RP10239	cr01.sctg9.wum.140.1			
RP:RP10240	cr01.sctg6227.wum.1.1			
RP:RP10241	cr01.sctg124.wum.25.1			
RP:RP10242	cr01.sctg14.wum.308.1			
RP:RP10243	cr01.sctg1.wum.222.1			
RP:RP10244	cr01.sctg67.wum.47.1			
RP:RP10245	cr01.sctg93.wum.9.1			
RP:RP10246	cr01.sctg2.wum.652.1			
RP:RP10247	cr01.sctg4.wum.244.1			
RP:RP10248	cr01.sctg50.wum.3.1			
RP:RP10249	cr01.sctg17.wum.10.1			
RP:RP10250	cr01.sctg0.wum.610.1			
RP:RP10251	cr01.sctg16.wum.93.1			
RP:RP10252	cr01.sctg5.wum.314.1			
RP:RP10253	cr01.sctg14.wum.193.1			
RP:RP10254	cr01.sctg9281.wum.1.1			
RP:RP10255	cr01.sctg60.wum.11.1			
RP:RP10256	cr01.sctg20.wum.35.1			
RP:RP10257	cr01.sctg3169.wum.1.1			
RP:RP10258	cr01.sctg0.wum.921.1			
RP:RP10259	cr01.sctg73.wum.91.1			
RP:RP10260	cr01.sctg94.wum.14.1			
RP:RP10261	cr01.sctg107.wum.11.1			
RP:RP10262	124155			
RP:RP10263	cr01.sctg4374.wum.1.1			
RP:RP10264	cr01.sctg1323.wum.2.1			
RP:RP10265	cr01.sctg2.wum.243.1			
RP:RP10266	cr01.sctg2932.wum.2.1			
RP:RP10267	cr01.sctg155.wum.17.1			
RP:RP10268	cr01.sctg130.wum.18.1			
RP:RP10269	cr01.sctg2.wum.734.1			
RP:RP10270	cr01.sctg2.wum.731.1			
RP:RP10271	cr01.sctg9.wum.299.1			
